university,year,coord,country,latitude,longitude
Royal Academy in Košice,1777,Point(21.257858 48.720873),Czechoslovakia,48.720873,21.257858
Royal Academy in Košice,1777,Point(21.257858 48.720873),Kingdom of Hungary,48.720873,21.257858
University of Münster,1780,Point(7.613 51.964),Germany,51.964,7.613
Transylvania University,1780,Point(-84.493611111 38.052222222),United States,38.052222222,-84.493611111
University of Oradea,1780,Point(21.919742 47.045318),Romania,47.045318,21.919742
Aliah University,1781,Point(88.4866 22.58952),India,22.58952,88.4866
St Kieran's College,1782,Point(-7.25556 52.6469),Ireland,52.6469,-7.25556
"St. Patrick's, Carlow College",1782,Point(-6.927 52.8376),Ireland,52.8376,-6.927
Budapest University of Technology and Economics,1782,Point(19.05608 47.47985),Hungary,47.47985,19.05608
Danylo Halytsky Lviv National Medical University,1784,Point(24.053333333 49.833888888),Austria–Hungary,49.833888888,24.053333333
Danylo Halytsky Lviv National Medical University,1784,Point(24.053333333 49.833888888),Austrian Empire,49.833888888,24.053333333
Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies Lviv,1784,Point(38.0181 48.3042),Ukraine,48.3042,38.0181
Danylo Halytsky Lviv National Medical University,1784,Point(24.053333333 49.833888888),Ukraine,49.833888888,24.053333333
Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies Lviv,1784,Point(38.0181 48.3042),Austria–Hungary,48.3042,38.0181
University of Georgia,1785,Point(-83.3745 33.9558),United States,33.9558,-83.3745
University of the Andes,1785,Point(-71.139444444 8.618333333),Venezuela,8.618333333,-71.139444444
University of New Brunswick,1785,Point(-66.640833333 45.945555555),Canada,45.945555555,-66.640833333
Nunziatella military academy,1787,Point(14.2444 40.8326),Italy,40.8326,14.2444
Dietrich School of Arts and Sciences,1787,Point(-79.9572 40.4443),United States,40.4443,-79.9572
University of Pittsburgh,1787,Point(-79.953274 40.444565),United States,40.444565,-79.953274
Castleton University,1787,Point(-73.178548 43.608022),United States,43.608022,-73.178548
Metropolitan Seminary of St. Valerus and St. Braulius,1788,Point(-0.902195 41.630305),Spain,41.630305,-0.902195
University of North Carolina at Chapel Hill,1789,Point(-79.049166666 35.908611111),United States,35.908611111,-79.049166666
University of King's College,1789,Point(-63.596333333 44.637725),Canada,44.637725,-63.596333333
Georgetown University,1789,Point(-77.072777777 38.907222222),United States,38.907222222,-77.072777777
Sampurnanand Sanskrit University,1791,Point(82.9967 25.3327),India,25.3327,82.9967
University of Vermont,1791,Point(-73.19361 44.4775),United States,44.4775,-73.19361
Academia Militar das Agulhas Negras,1792,Point(-44.460762 -22.444579),Brazil,-22.444579,-44.460762
University of Guadalajara,1792,Point(-103.359 20.675),Mexico,20.675,-103.359
Military Academy Karlberg,1792,Point(18.01972222 59.34055556),Sweden,59.34055556,18.01972222
Bowdoin College,1794,Point(-69.962777777 43.908611111),United States,43.908611111,-69.962777777
University of Tennessee,1794,Point(-83.93 35.9517),United States,35.9517,-83.93
"St Patrick's College, Maynooth",1795,Point(-6.5961 53.3804),Ireland,53.3804,-6.5961
University of Strathclyde,1796,Point(-4.2416 55.8617),United Kingdom,55.8617,-4.2416
Shōheizaka Gakumonjo,1797,Point(139.766671 35.700817),Tokugawa shogunate,35.700817,139.766671
Holy Rosary Seminary,1797,Point(123.18637 13.62826),Philippines,13.62826,123.18637
Herzen University,1797,Point(30.31944444 59.93388889),Russia,59.93388889,30.31944444
F. E. Dzerzhinsky Naval Engineering Academy,1798,Point(30.4 59.708),Russia,59.708,30.4
S. M. Kirov Military Medical Academy,1798,Point(30.3508 59.9572),Russia,59.9572,30.3508
University of Louisville,1798,Point(-85.760222222 38.215019444),United States,38.215019444,-85.760222222
Middlebury College,1800,Point(-73.177222222 44.008888888),United States,44.008888888,-73.177222222
Army Officer Selection Board,1800,Point(-2.192197 51.252501),United Kingdom,51.252501,-2.192197
Franklin College of Arts and Sciences,1801,Point(-83.374472222 33.955805555),United States,33.955805555,-83.374472222
Vincennes University,1801,Point(-87.52 38.688333333),United States,38.688333333,-87.52
Lismore Seminary,1801,Point(-5.5354 56.4908),United Kingdom,56.4908,-5.5354
Dnipro State Medical University,1801,Point(35.0567 48.4612),Ukraine,48.4612,35.0567
University of South Carolina,1801,Point(-81.025277777 33.9975),United States,33.9975,-81.025277777
"Royal Military College, Sandhurst",1802,Point(0.0575 51.475),United Kingdom,51.475,0.0575
École Spéciale Militaire de Saint-Cyr,1802,Point(-2.1522 47.9453),France,47.9453,-2.1522
United States Military Academy,1802,Point(-73.95833333 41.39277778),United States,41.39277778,-73.95833333
College for Noble Orphans (Gatchina),1803,Point(30.12027778 59.56702778),Russia,59.56702778,30.12027778
Imperial University of Vilna,1803,Point(25.287222222 54.682777777),Russian Empire,54.682777777,25.287222222
Academy of Military Engineering of Alcalá de Henares,1803,Point(-3.360255 40.4817),Spain,40.4817,-3.360255
Saint Petersburg State Forest Technical University,1803,Point(30.343658 59.993117),Russia,59.993117,30.343658
College for Noble Orphans (Gatchina),1803,Point(30.12027778 59.56702778),Russian Empire,59.56702778,30.12027778
Imperial Kharkov University,1803,Point(36.229444444 49.988611111),Russian Empire,49.988611111,36.229444444
University of Antioquia,1803,Point(-75.56941 6.26706),Colombia,6.26706,-75.56941
H.S. Skovoroda Kharkiv National Pedagogical University,1804,Point(36.317 50.019),Ukraine,50.019,36.317
Kazan Imperial University,1804,Point(49.1215 55.7908),Russian Empire,55.7908,49.1215
National University “Yaroslav the Wise Law Academy of Ukraine”,1804,Point(36.247811 50.004935),Ukraine,50.004935,36.247811
Moscow State Linguistic University,1804,Point(37.59489 55.73872),Russia,55.73872,37.59489
Kazan Federal University,1804,Point(49.121911111 55.79075),Russia,55.79075,49.121911111
Ohio University,1804,Point(-82.1 39.3275),United States,39.3275,-82.1
Nizhyn Gogol State University,1805,Point(31.88083333 51.0525),Ukraine,51.0525,31.88083333
St. Mary's Seminary and University,1805,Point(-76.6381 39.3623),United States,39.3623,-76.6381
Divine Faculty of Fulda,1805,Point(9.670922 50.554635),Germany,50.554635,9.670922
National University of Pharmacy,1805,Point(36.24111111 49.99305556),Ukraine,49.99305556,36.24111111
National University of Kharkiv,1805,Point(36.228333333 50.004444444),Ukraine,50.004444444,36.228333333
University of Palermo,1806,Point(13.370131 38.11768),Italy,38.11768,13.370131
"St. John's College, Waterford",1807,Point(-7.105811 52.248742),Ireland,52.248742,-7.105811
"University of Maryland, Baltimore",1807,Point(-76.625 39.291388888),United States,39.291388888,-76.625
Q368820,1808,Point(14.2525 40.84944444),Italy,40.84944444,14.2525
Saint Petersburg State Academy of Veterinary Medicine,1808,Point(30.32389 59.89417),Russia,59.89417,30.32389
University of Belgrade,1808,Point(20.4575 44.818611111),Serbia,44.818611111,20.4575
"Ushaw Historic House, Chapels and Gardens",1808,Point(-1.66116 54.78818),United Kingdom,54.78818,-1.66116
Mount St. Mary's University,1808,Point(-77.353 39.682),United States,39.682,-77.353
Ludovica Military Academy,1808,Point(19.085555555 47.481666666),Hungary,47.481666666,19.085555555
Faculté libre de théologie protestante de Montauban,1808,Point(1.35131 44.01778),France,44.01778,1.35131
Addiscombe Military Seminary,1809,Point(-0.07947 51.3769),United Kingdom,51.3769,-0.07947
M.S. Schepkin Higher Theatre School,1809,Point(37.62177648 55.76035752),Russia,55.76035752,37.62177648
University of Lyon,1809,Point(4.86759 45.78098),France,45.78098,4.86759
Humboldt-Universität zu Berlin,1809,Point(13.393333333 52.518055555),Germany,52.518055555,13.393333333
Miami University,1809,Point(-84.734674 39.511905),United States,39.511905,-84.734674
St. Petersburg State Transport University,1809,Point(30.3158 59.9239),Russia,59.9239,30.3158
Q133934786,1810,Point(92.0731833 21.9681419),Bangladesh,21.9681419,92.0731833
Military Academy of the Bolivarian Army,1810,Point(-66.9086 10.4565),Venezuela,10.4565,-66.9086
Saint Petersburg State University of Water Communications,1810,Point(30.249418 59.909383),Russia,59.909383,30.249418
Karolinska Institutet,1810,Point(18.026666666 59.348888888),Sweden,59.348888888,18.026666666
Military Engineering-Technical University,1810,Point(30.364083 59.948278),Russia,59.948278,30.364083
Prussian Military Academy,1810,Point(13.38125833 52.51759722),Kingdom of Prussia,52.51759722,13.38125833
Midshipman School of Cartagena,1810,Point(-0.98273611 37.59870556),Spain,37.59870556,-0.98273611
University of Oslo,1811,Point(10.722063888 59.939936111),Norway,59.939936111,10.722063888
Egyptian Military College,1811,Point(31.3585 30.1096),Egypt,30.1096,31.3585
"St Peter's College, Wexford",1811,Point(-6.4728 52.3351),Ireland,52.3351,-6.4728
Graz University of Technology,1811,Point(15.45 47.068888888),Austria,47.068888888,15.45
Ain Traz,1811,Point(35.58055556 33.735),Lebanon,33.735,35.58055556
National Autonomous University of Nicaragua at León,1812,Point(-86.879025 12.436836111),Nicaragua,12.436836111,-86.879025
Jesuit Academy of Polotsk,1812,Point(28.76461112 55.48629445),Belarus,55.48629445,28.76461112
National Autonomous University of Nicaragua,1812,Point(-86.879028333 12.436830277),Nicaragua,12.436830277,-86.879028333
Kazan State Medical University,1814,Point(49.14262 55.79028),Russia,55.79028,49.14262
Spalding University,1814,Point(-85.758861111 38.2415),United States,38.2415,-85.758861111
Military Academy of Modena,1815,Point(10.92853 44.64849),Italy,44.64849,10.92853
Lazarev Institute of Oriental Languages,1815,Point(37.63498171 55.76004854),Russia,55.76004854,37.63498171
Lazarev Institute of Oriental Languages,1815,Point(37.63498171 55.76004854),Russian Empire,55.76004854,37.63498171
TU Wien,1815,Point(16.37077 48.19862),Austria,48.19862,16.37077
Main Pedagogical Institute,1816,Point(30.275 59.946944444),Russian Empire,59.946944444,30.275
Kharkiv National Agrarian University named after V.V. Dokuchayev,1816,Point(36.448 49.8945),Soviet Union,49.8945,36.448
Penang Free School,1816,Point(100.304205 5.40269),Malaysia,5.40269,100.304205
Kharkiv National Agrarian University named after V.V. Dokuchayev,1816,Point(36.448 49.8945),Ukraine,49.8945,36.448
Higher Scientific Institute for Diocesan Priests at St. Augustine's,1816,Point(16.3673 48.2054),Austria,48.2054,16.3673
Lviv University of Trade and Economics,1816,Point(24.0313 49.8255),Ukraine,49.8255,24.0313
Q56337486,1816,Point(21.017 52.24),Poland,52.24,21.017
Lviv University of Trade and Economics,1816,Point(24.0313 49.8255),Austrian Empire,49.8255,24.0313
Warsaw University of Life Sciences,1816,Point(21.048055555 52.161666666),Poland,52.161666666,21.048055555
Lviv University of Trade and Economics,1816,Point(24.0313 49.8255),Austria–Hungary,49.8255,24.0313
University of Warsaw,1816,Point(21.019169444 52.240280555),Poland,52.240280555,21.019169444
Kharkiv National Agrarian University named after V.V. Dokuchayev,1816,Point(36.448 49.8945),Russian Empire,49.8945,36.448
State University of New York at Potsdam,1816,Point(-74.9742 44.6625),United States,44.6625,-74.9742
University of Music and Performing Arts Graz,1816,Point(15.4503 47.0725),Austria,47.0725,15.4503
Q56337486,1816,Point(21.017 52.24),Russian Empire,52.24,21.017
Q2109618,1817,Point(8.93394 48.4757),Germany,48.4757,8.93394
Royal Norwegian Naval Academy,1817,Point(5.26608889 60.39417778),Norway,60.39417778,5.26608889
State University of Leuven,1817,Point(4.700638888 50.877861111),Belgium,50.877861111,4.700638888
Wilhelmsstift,1817,Point(9.05515 48.5212),Germany,48.5212,9.05515
University of Michigan,1817,Point(-83.738055555 42.276944444),United States,42.276944444,-83.738055555
Presidency University,1817,Point(88.363201 22.576319),India,22.576319,88.363201
University of Liège,1817,Point(5.574722 50.640833),Belgium,50.640833,5.574722
Martin Luther University Halle-Wittenberg,1817,Point(11.96888889 51.48638889),Germany,51.48638889,11.96888889
Ghent University,1817,Point(3.72785 51.04702),Belgium,51.04702,3.72785
University of Hohenheim,1818,Point(9.214 48.7125),Germany,48.7125,9.214
Dalhousie University,1818,Point(-63.591666666 44.636944444),Canada,44.636944444,-63.591666666
Museu Nacional,1818,Point(-43.226111111 -22.905833333),Brazil,-22.905833333,-43.226111111
Université de Saint-Boniface,1818,Point(-97.119725 49.888631),Canada,49.888631,-97.119725
Kenrick–Glennon Seminary,1818,Point(-90.324 38.5848),United States,38.5848,-90.324
Saint Louis University,1818,Point(-90.234166666 38.636388888),United States,38.636388888,-90.234166666
University of Bonn,1818,Point(7.102222222 50.733888888),Germany,50.733888888,7.102222222
University of Virginia,1819,Point(-78.503333333 38.035555555),United States,38.035555555,-78.503333333
Norwich University,1819,Point(-72.66 44.1389),United States,44.1389,-72.66
University of Music and Performing Arts Vienna,1819,Point(16.384832 48.201806),Austria,48.201806,16.384832
ESCP Business School,1819,Point(13.289203 52.524195),United Kingdom,52.524195,13.289203
ESCP Business School,1819,Point(2.380789 48.8644),Italy,48.8644,2.380789
ESCP Business School,1819,Point(13.289203 52.524195),Germany,52.524195,13.289203
University of Cincinnati,1819,Point(-84.515277777 39.132777777),United States,39.132777777,-84.515277777
ESCP Business School,1819,Point(2.380789 48.8644),Poland,48.8644,2.380789
Imperial St. Petersburg University,1819,Point(30.3 59.941),Russian Empire,59.941,30.3
ESCP Business School,1819,Point(2.380789 48.8644),France,48.8644,2.380789
ESCP Business School,1819,Point(2.380789 48.8644),Spain,48.8644,2.380789
Colgate University,1819,Point(-75.536388888 42.819444444),United States,42.819444444,-75.536388888
Military Academy of the Strategic Missile Forces,1820,Point(37.6323 55.7496),Russia,55.7496,37.6323
Mikhailovskaya Military Artillery Academy,1820,Point(30.3525 59.95472),Russia,59.95472,30.3525
Indiana University Bloomington,1820,Point(-86.521389 39.167222),United States,39.167222,-86.521389
Deccan College Post-Graduate and Research Institute,1821,Point(73.873277777 18.54945),India,18.54945,73.873277777
Sichuan University of Arts and Science,1821,Point(107.470277777 31.235277777),People's Republic of China,31.235277777,107.470277777
McGill University,1821,Point(-73.574719444 45.504169444),Canada,45.504169444,-73.574719444
George Washington University,1821,Point(-77.050833333 38.900833333),United States,38.900833333,-77.050833333
University of Buenos Aires,1821,Point(-58.373055555 -34.599722222),Argentina,-34.599722222,-58.373055555
Heriot-Watt University,1821,Point(-3.320113 55.909362),United Kingdom,55.909362,-3.320113
École des chartes,1821,Point(2.33761 48.867298611),France,48.867298611,2.33761
Widener University,1821,Point(-75.546774414 39.817986929),United States,39.817986929,-75.546774414
University of Wales Trinity Saint David - Lampeter Campus,1822,Point(-4.0759 52.1139),United Kingdom,52.1139,-4.0759
École nationale supérieure de chimie de Mulhouse,1822,Point(7.31245 47.7323),France,47.7323,7.31245
Universidad Central,1822,Point(-3.707569 40.424542),Spain,40.424542,-3.707569
Royal Academy of Music,1822,Point(-0.151944444 51.523611111),United Kingdom,51.523611111,-0.151944444
Brazilian Naval School,1823,Point(-43.16 -22.914),Brazil,-22.914,-43.16
University of Applied Sciences Berlin,1823,Point(13.3528 52.5445),Germany,52.5445,13.3528
"Birkbeck, University of London",1823,Point(-0.13032533 51.521876306),United Kingdom,51.521876306,-0.13032533
Heroico Colegio Militar,1823,Point(-99.15055556 19.25833333),Mexico,19.25833333,-99.15055556
Liverpool John Moores University,1823,Point(-2.97 53.403),United Kingdom,53.403,-2.97
Rensselaer Polytechnic Institute,1824,Point(-73.676728 42.729014),United States,42.729014,-73.676728
